49.0, 0.0, 0.00031908001160867215
47.0, -0.0005115933684294305, 0.00030368361829647295
45.0, -0.000989644052111771, 0.00030423119851998346
43.0, -0.0003244152065349226, 0.00025436923106276837
41.0, -0.0001252335864592169, 0.0003208274858018967
39.0, 0.0001892087223893668, 0.0002996317843888748
37.0, -6.0310854365752675e-5, 0.0002916849001031615
35.0, 0.00011079589063456297, 0.0003074808349198897
33.0, 0.0001272324117280732, 0.0003170966650959651
31.0, 0.0006440720977991532, 0.0002904423363668648
29.0, 0.00048115265545334296, 0.0003194012271336019
27.0, 0.0005128374121454726, 0.0003104847923394597
25.0, 0.0011147173626397944, 0.0003255760823095944
23.0, 0.00034718247840714866, 0.00032058661184337147
21.0, 0.0007305267425579132, 0.00027259359009425526
19.0, 0.0018734397746129616, 0.0003124151085187937
17.0, 0.001725566997038186, 0.0002926652635227652
15.0, 0.0015563544900203397, 0.00030368791360495793
13.0, 0.002380371966751227, 0.0003018067339097334
11.0, 0.0033732700478878996, 0.00028016512644959117
9.0, 0.004691090561209421, 0.00032524698124726975
7.0, 0.005006133513177247, 0.0003070570161902134
5.0, 0.0018825805559288256, 0.000314243027991401
3.0, 0.016694490043789756, 0.00027493267799359164
1.0, 0.004624616246644564, 0.00029513206784514436
