19//1, 0.0, 0.00031223426302632505
17//1, 9.087686612511116e-6, 0.0003683891930517832
15//1, -3.9155437782220143e-5, 0.0003945206172811907
13//1, -0.00014506848186578917, 0.00033276821019865763
11//1, 0.000972020107995989, 0.0003922337979051863
9//1, 0.00023131831174693021, 0.00036551845609325594
7//1, -0.00020642729814569123, 0.0003555197428037803
5//1, -0.0015742057751004033, 0.00037992368964146834
3//1, 0.010045175048375318, 0.00033314465352908367
1//1, -0.004491553555422925, 0.0002257381356013309
