22//1, 0.0, 8.19873737169529e-5
20//1, -3.708180147299345e-5, 9.298911910601776e-5
18//1, 5.903408726837256e-5, 9.404140144587787e-5
16//1, -2.5774476526407852e-6, 8.46901668712469e-5
14//1, 0.000195400075980956, 8.257186097212096e-5
12//1, 0.00021062490156609215, 8.379978947355444e-5
10//1, 0.000310816110193457, 8.427279755884124e-5
8//1, 0.00021849653901995225, 8.31059685914551e-5
6//1, -0.0008666428334400678, 8.794843890264843e-5
4//1, 0.0007707280202957634, 8.47465317015445e-5
2//1, 0.0012375208499761925, 7.508517774419607e-5
0//1, 0.004547623371202292, 5.014979299164919e-5
