25//1, 0.0, 0.0009039433188557639
23//1, 7.396617582537164e-5, 0.0010041565825007752
21//1, -0.00041403725177713264, 0.0010396631394971297
19//1, 0.0006461360090775788, 0.000976469566929631
17//1, 0.0010443574367324864, 0.0009665488965755964
15//1, 0.0003384798521602257, 0.0009967101618498068
13//1, 0.00034204360420919753, 0.0009858054779886844
11//1, 0.0004164885649970067, 0.0009939231714081902
9//1, -0.0004546205695274073, 0.0010521960123786543
7//1, -0.0006212387954151163, 0.0009218838596261919
5//1, 0.005432343592290518, 0.000836807446854843
3//1, 0.0006874671672288009, 0.0009824928500159124
1//1, -0.004717789442194278, 0.0007170521698686591
